Age,Class,Study_Hours_Per_Day,Attendance_Percentage,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Gender_Male,Parental_Education_High School,Parental_Education_Postgraduate,Internet_Access_Yes,Extracurricular_Activities_Yes,Performance_Level_Excellent,Performance_Level_Good,Performance_Level_Poor,Pass_Fail_Pass,Student_ID
-0.8779927701527761,1.358632583612796,-1.4405035201615566,-0.6760868956082776,-1.4824212004866506,-1.457494704161548,0.21911461312025832,0.8490894176294065,-1.5641411669869674,1.0214295614474715,-0.7049865162000988,1.4064007513002441,-0.9523346398241539,-1.0076291007486506,-0.3668223775651514,-0.8831720557334679,-0.2365717842036734,0.2365717842036736,S0001
1.4496656873042113,-1.3521267611852796,-1.0626268851935452,-1.153173960796885,0.6540326028002049,-1.1962518640944495,-1.7033080098166542,-1.255405486757582,-1.320594357099062,-0.9790200301065268,-0.7049865162000988,-0.7110348875137338,-0.9523346398241539,0.9924286617536332,-0.3668223775651514,-0.8831720557334679,-0.2365717842036734,0.2365717842036736,S0002
-1.459907384517023,1.358632583612796,0.19696189803316003,-0.7442421906352216,0.8142666380467191,0.3189566082947223,-0.45633117331703527,-0.5745394882794385,0.3824089914429583,-0.9790200301065268,1.4184668458483911,-0.7110348875137338,1.0500510620769266,0.9924286617536332,-0.3668223775651514,1.1322822019878191,-0.2365717842036734,0.2365717842036736,S0003
0.8677510729399643,-1.3521267611852796,1.3935712420985298,-0.471621010527446,0.013096461814148263,-0.9872575920407707,0.4789014540576789,-0.8221271240896725,-0.2871166956646171,-0.9790200301065268,-0.7049865162000988,1.4064007513002441,1.0500510620769266,-1.0076291007486506,-0.3668223775651514,-0.8831720557334679,-0.2365717842036734,0.2365717842036736,S0004
-1.459907384517023,-0.44854031291925445,1.0786740462918536,0.34624252979588066,-1.4290098554044792,-1.09175472806761,-1.65135064162917,0.04442960124614628,-2.415186761089648,1.0214295614474715,1.4184668458483911,-0.7110348875137338,1.0500510620769266,-1.0076291007486506,-0.3668223775651514,-0.8831720557334679,4.227046785676957,-4.227046785676957,S0005
1.4496656873042113,1.358632583612796,1.2046329246145242,0.48255311984976845,1.081323363457576,0.1622109042544631,-1.1317769597543288,-0.45074567037432156,0.04764614788917062,1.0214295614474715,1.4184668458483911,-0.7110348875137338,-0.9523346398241539,0.9924286617536332,-0.3668223775651514,1.1322822019878191,-0.2365717842036734,0.2365717842036736,S0006
-0.29607815578852925,1.358632583612796,-1.5664623984842274,0.2099319397419929,0.386975877389348,0.10996233624104339,-0.19654433237961463,1.0347801444870819,0.16896347266479375,1.0214295614474715,1.4184668458483911,-0.7110348875137338,-0.9523346398241539,-1.0076291007486506,-0.3668223775651514,1.1322822019878191,-0.2365717842036734,0.2365717842036736,S0007
0.8677510729399643,0.45504613534677074,-0.8107091285482041,0.41439782482282456,1.348380088868433,-1.5619918401883877,-1.0278622233793606,-0.760230215137114,-0.743196863994028,-0.9790200301065268,-0.7049865162000988,-0.7110348875137338,-0.9523346398241539,0.9924286617536332,-0.3668223775651514,-0.8831720557334679,-0.2365717842036734,0.2365717842036736,S0008
0.8677510729399643,0.45504613534677074,0.13398245887182472,-0.9487080757160532,-0.6812510242540798,-1.457494704161548,0.7906456631825837,0.23012032810382171,-0.7732981551037689,-0.9790200301065268,-0.7049865162000988,-0.7110348875137338,-0.9523346398241539,-1.0076291007486506,-0.3668223775651514,-0.8831720557334679,-0.2365717842036734,0.2365717842036736,S0009
0.8677510729399643,-0.44854031291925445,1.5195301204212004,1.5048825452539267,0.22674184214283383,0.3189566082947223,0.2710719813077424,-0.38884876142176306,0.4736250251088405,1.0214295614474715,1.4184668458483911,-0.7110348875137338,1.0500510620769266,-1.0076291007486506,-0.3668223775651514,1.1322822019878191,-0.2365717842036734,0.2365717842036736,S0010
